n_instances,n_features,n_classes,skewness_mean,kurtosis_mean,mean_abs_pearson,class_entropy,imbalance_ratio,hopkins,intrinsic_dim_ratio,pca_var_pc1,pca_top3_var,pca_entropy,inter_intra_ratio,pairwise_dist_mean,pairwise_dist_cv,pairwise_dist_p90,knn5_dist_mean,knn5_dist_cv,knn5_dist_p90,silhouette_true,davies_bouldin_true,knn1_accuracy,decision_stump_accuracy,feature_sparsity,high_corr_frac,corr_dispersion,feature_std_dispersion,zero_variance_frac,cv_mean,ae_mean_0,ae_mean_1,ae_mean_2,ae_mean_3,ae_var_0,ae_var_1,ae_var_2,ae_var_3,dataset_id
16227.0,16.0,6.0,26.084048009618172,3057.6161819501804,0.15056476803591867,0.9380600682926138,3.941626794258373,1.0,0.625,0.21473800301121093,0.5491450366368016,0.8085423156299386,1.2801917704059678,4.64946198941435,0.49121511577049404,7.9173328041243085,1.1924927761946291,1.5157592884004325,1.7058850249756592,-0.05375337587438298,6.96649089290318,0.3721571743627573,0.31595458960038053,0.1288130892956184,0.025,0.22449522427377397,116.55928988106562,0.0,2.264392273996128,-0.2980915904045105,-0.5258933305740356,0.3917897641658783,-1.1671288013458252,7.270182132720947,2.5605812072753906,4.288782119750977,3.0488953590393066,46652
80.0,50.0,2.0,0.12962618076816748,1.1562029566524337,0.08907347983966832,0.9886994082856122,1.2857142857142858,0.7998028509968331,0.74,0.06565691952140085,0.16715867612189134,0.917588882194288,1.50936059549849,10.029070067551102,0.08243902622716018,11.053922528580754,8.76360555249425,0.03875031821502207,9.189866242592077,-0.001077471722126602,9.300182229442914,0.575,0.75,0.00425,0.0008163265306122449,0.07173164070090944,0.02301405454387945,0.0,40.121957126273436,0.18488959968090057,0.28050920367240906,-0.07880175113677979,-0.33190906047821045,2.601398229598999,2.4770307540893555,2.4889259338378906,1.9651588201522827,876
380.0,1.0,2.0,0.014275691390217365,1.2319683385882791,0.0,0.554544255657446,6.755102040816326,1.0,1.0,1.0,1.0,0.0,0.1943743077604229,1.1559345675458192,0.7076357534466987,2.3610972291802153,0.0,0.0,0.0,0.020154999862314667,8.857871520571837,0.8236842105263158,0.8710526315789474,0.039473684210526314,0.0,0.0,0.0,0.0,0.5520442208424801,0.17308935523033142,-0.40437859296798706,0.1683199256658554,-0.45770660042762756,0.39942145347595215,0.9022868275642395,0.039112918078899384,0.411014199256897,767
28240.0,3.0,10.0,0.5718584998478299,1.2327154501732405,0.6225756120196855,0.9854682922449661,2.486440677966102,0.9999997139714302,0.6666666666666666,0.7581754472933466,0.9999999999999999,0.5744827093166517,3.135658523977373,2.114704124823215,0.5553573084514517,3.6831102461939578,0.0027487824287153136,2.881804640682594,0.00847907586100329,0.1599372491370663,4.458807907568797,0.9999645892351274,0.27128186968838525,0.0031633616619452312,0.3333333333333333,0.21620870329819786,8650.240127080797,0.0,0.5282329762894046,-0.6196292042732239,-0.484322190284729,-0.06285566091537476,0.04854708909988403,0.8057084679603577,0.5284051299095154,0.8613543510437012,1.5694012641906738,45714
1600.0,7.0,2.0,4.007878685031456,50.172518975494185,0.0706408520165619,0.9999999999971146,1.0,0.99999987694983,1.0,0.22148156701954133,0.5469679283598093,0.976501040044403,1.0220523230850374,3.2814803191666564,0.5551153896593293,5.014205702106861,0.9073317692165219,0.8625586374805664,1.5067527744947686,0.05026174384690891,4.394102966313363,0.6875,0.6950000000000001,0.0019642857142857144,0.0,0.10004648986458378,931.3764870462065,0.0,1.426605769448376,-0.010415203869342804,-0.2561569809913635,0.5569241642951965,0.024587931111454964,2.1748130321502686,2.3711490631103516,1.1946932077407837,2.503678798675537,44406
1600.0,100.0,10.0,0.36049072770388113,0.5431836592706863,0.26184101606358123,0.9999999999956571,1.0,1.0,0.25,0.2565301170057606,0.4967851807388012,0.5958041670127106,10.588164549735792,13.811043251455157,0.2165466868579326,17.48033250701466,5.450097758399241,0.21764025644974633,6.998630411431426,0.15799723666754992,1.9204391135258156,0.9556250000000001,0.19375,0.00946875,0.01717171717171717,0.19554968663683894,44.736920000981804,0.0,0.3337511452805451,-0.5334659814834595,0.6581105589866638,-0.028621921315789223,-0.31416669487953186,14.485330581665039,9.253085136413574,9.098556518554688,12.655574798583984,44627
80.0,25.0,2.0,0.1367542060707918,1.0949661279363634,0.09740067528379331,0.9837082626203004,1.3529411764705883,0.6153884477802996,0.8,0.1152334216843462,0.2722232456005852,0.9351229318029318,2.054501676536854,7.060908109607398,0.12479777164453393,8.19384526398036,5.757558084678844,0.057783238652190344,6.070591806614817,0.028143379730983454,4.7410830332187945,0.5625,0.8,0.0045,0.0033333333333333335,0.08982987627319512,0.024817860761533705,0.0,33.58114691795839,0.2780734598636627,-0.0050924792885780334,0.17915311455726624,-0.08033981174230576,1.389549732208252,1.4375779628753662,1.1873412132263184,1.343718409538269,775
248.0,6.0,2.0,1.1946058739406935,7.266515397021276,0.4059958043711828,0.9071657675701967,2.1,0.9999855707029012,0.8333333333333334,0.5403339062651528,0.8632542835845288,0.7133601140455487,1.9396469949272996,3.085618685977801,0.5152366987370577,4.952550792675998,1.099734700172342,0.673057065993767,1.6394997277335956,0.07086270874958009,2.1265183310009967,0.8024193548387097,0.7620967741935484,0.008736559139784945,0.06666666666666667,0.250325251935513,9.694798917862531,0.0,0.5200675121444278,0.17399120330810547,-0.05396053194999695,0.022830691188573837,-0.27887290716171265,1.8698641061782837,0.6836978197097778,0.6593180298805237,1.0779637098312378,1524
400.0,50.0,2.0,0.07739140842814525,1.17803131877659,0.04312753158065158,0.9765004687549388,1.4390243902439024,0.7944304695641905,0.88,0.05407179180317842,0.12201508171265524,0.9742649638331582,1.556978355374208,9.975671111775016,0.08603544324433925,11.07251617925154,8.106030633358289,0.03843422855408023,8.498455019877923,0.009668091594132382,9.007230522649206,0.5975,0.77,0.0059,0.0008163265306122449,0.047506494148674326,0.009858658044480589,0.0,71.45486297064296,0.39468708634376526,-0.11883153766393661,0.14126639068126678,-0.24654202163219452,1.8027878999710083,1.937490701675415,1.5357662439346313,1.9571864604949951,920
171.0,9.0,6.0,2.0376424165731386,10.554151841820502,0.22580342293985822,0.8398784103810479,8.714285714285714,0.9994228855354628,0.6666666666666666,0.27286283281585444,0.6620688119400537,0.8247023929932273,2.5514845836484565,3.6902481868373536,0.5740747703479719,6.19507493725552,1.4662212599391526,0.9267723720538906,2.878898142889393,-0.0331253103369888,3.6433301638375135,0.6489075630252101,0.46789915966386547,0.008447043534762833,0.0,0.18324584161418006,0.46541975019646464,0.0,0.7637769016735935,-0.020694635808467865,-0.053021956235170364,-0.09288837760686874,-0.2765052914619446,0.9134237766265869,1.2324227094650269,1.0951422452926636,1.262183427810669,41
171.0,9.0,6.0,2.0376424165731386,10.554151841820502,0.22580342293985822,0.8398784103810479,8.714285714285714,0.9994228855354628,0.6666666666666666,0.27286283281585444,0.6620688119400537,0.8247023929932273,2.5514845836484565,3.6902481868373536,0.5740747703479719,6.19507493725552,1.4662212599391526,0.9267723720538906,2.878898142889393,-0.0331253103369888,3.6433301638375135,0.6489075630252101,0.46789915966386547,0.008447043534762833,0.0,0.18324584161418006,0.46541975019646464,0.0,0.7637769016735935,-0.020694635808467865,-0.053021956235170364,-0.09288837760686874,-0.2765052914619446,0.9134237766265869,1.2324227094650269,1.0951422452926636,1.262183427810669,46334
10790.0,16.0,2.0,7.649031105788639,474.81490036139263,0.15513625258310512,0.9999999999971146,1.0,1.0,0.6875,0.21199308856642182,0.4955955976185309,0.851754917377208,1.4273084901815185,4.917310363645865,0.4787275185755676,8.11930068514965,1.4176727860827998,0.8054923055916526,2.236592791192319,0.04895464194011808,4.59692644918187,0.8088044485634847,0.7172381835032438,0.009215708989805376,0.008333333333333333,0.17912276828409693,18809.74376761253,0.0,1.3962544683136193,-0.7096027731895447,1.1266117095947266,-0.191194087266922,0.35882461071014404,8.485673904418945,6.748848915100098,3.8650577068328857,3.4568216800689697,44123
16640.0,5.0,2.0,0.651219177270933,2.4988796593547504,0.19975001330139136,0.9063441898474922,2.107376283846872,0.9994116204825698,0.8,0.40748916715246863,0.8190249489324024,0.86739458496091,0.6602113150231553,2.920837560835482,0.3928241333653134,4.470432407068323,0.35721899373365884,0.6494507482326235,0.6016347403032375,0.03430427799639559,6.305370260032983,0.6153245192307693,0.6781850961538461,0.0,0.1,0.23930602307281115,1.7025975187860594,0.0,0.2957698474344452,-0.3326406478881836,-0.07351898401975632,0.10108906030654907,0.08323944360017776,0.8872160315513611,1.3243497610092163,1.1047555208206177,1.0725680589675903,43904
718.0,6.0,2.0,2.0729034293740747,5.266555935421535,0.07982134109973885,0.9949568168862897,1.182370820668693,0.9999973093794744,1.0,0.21783821125261832,0.5883406810627294,0.9867089246100095,1.4297952324415693,3.148801411808289,0.46041448867772,5.159829561071478,0.42338530097983335,1.1181552339699414,1.040318841654146,0.09822320595905651,2.9909447039223904,0.9122562674094707,0.9874651810584958,0.00766016713091922,0.0,0.05365551764660979,670.9863133979812,0.0,2.0921918288567407,-0.2174706906080246,-0.26361262798309326,0.5675528645515442,-0.615649402141571,1.6575795412063599,1.5758333206176758,1.063217043876648,2.0104615688323975,43941
1600.0,100.0,10.0,,,,0.8921097389747935,9.236842105263158,1.0,0.46,0.2219553109171164,0.4261590567736473,0.6996093177910032,5.7594758733464815,12.0863019335474,0.38638010184471205,18.148586993444287,6.069646279001143,0.39247738098782836,8.438395207736539,-0.06165382649168751,5.61750117059837,0.44562500000000005,0.36875,0.15553125,0.013333333333333334,0.19117022108492054,0.1387685128187223,0.15,1.5857542550849713,-0.21511384844779968,0.9125633835792542,-0.4905625283718109,-1.3302019834518433,15.212469100952148,22.099271774291992,13.600830078125,8.357569694519043,44733
