dataset_id,ae_mean_0,ae_mean_1,ae_mean_2,ae_mean_3,ae_var_0,ae_var_1,ae_var_2,ae_var_3
46652,-0.2980915904045105,-0.5258933305740356,0.3917897641658783,-1.1671288013458252,7.270182132720947,2.5605812072753906,4.288782119750977,3.0488953590393066
876,0.18488959968090057,0.28050920367240906,-0.07880175113677979,-0.33190906047821045,2.601398229598999,2.4770307540893555,2.4889259338378906,1.9651588201522827
767,0.17308935523033142,-0.40437859296798706,0.1683199256658554,-0.45770660042762756,0.39942145347595215,0.9022868275642395,0.039112918078899384,0.411014199256897
45714,-0.6196292042732239,-0.484322190284729,-0.06285566091537476,0.04854708909988403,0.8057084679603577,0.5284051299095154,0.8613543510437012,1.5694012641906738
44406,-0.010415203869342804,-0.2561569809913635,0.5569241642951965,0.024587931111454964,2.1748130321502686,2.3711490631103516,1.1946932077407837,2.503678798675537
44627,-0.5334659814834595,0.6581105589866638,-0.028621921315789223,-0.31416669487953186,14.485330581665039,9.253085136413574,9.098556518554688,12.655574798583984
775,0.2780734598636627,-0.0050924792885780334,0.17915311455726624,-0.08033981174230576,1.389549732208252,1.4375779628753662,1.1873412132263184,1.343718409538269
1524,0.17399120330810547,-0.05396053194999695,0.022830691188573837,-0.27887290716171265,1.8698641061782837,0.6836978197097778,0.6593180298805237,1.0779637098312378
920,0.39468708634376526,-0.11883153766393661,0.14126639068126678,-0.24654202163219452,1.8027878999710083,1.937490701675415,1.5357662439346313,1.9571864604949951
41,-0.020694635808467865,-0.053021956235170364,-0.09288837760686874,-0.2765052914619446,0.9134237766265869,1.2324227094650269,1.0951422452926636,1.262183427810669
46334,-0.020694635808467865,-0.053021956235170364,-0.09288837760686874,-0.2765052914619446,0.9134237766265869,1.2324227094650269,1.0951422452926636,1.262183427810669
44123,-0.7096027731895447,1.1266117095947266,-0.191194087266922,0.35882461071014404,8.485673904418945,6.748848915100098,3.8650577068328857,3.4568216800689697
43904,-0.3326406478881836,-0.07351898401975632,0.10108906030654907,0.08323944360017776,0.8872160315513611,1.3243497610092163,1.1047555208206177,1.0725680589675903
43941,-0.2174706906080246,-0.26361262798309326,0.5675528645515442,-0.615649402141571,1.6575795412063599,1.5758333206176758,1.063217043876648,2.0104615688323975
44733,-0.21511384844779968,0.9125633835792542,-0.4905625283718109,-1.3302019834518433,15.212469100952148,22.099271774291992,13.600830078125,8.357569694519043
46382,-0.07519480586051941,-0.003970137797296047,0.1118956208229065,0.03493264690041542,2.8533074855804443,2.0809686183929443,2.360835313796997,1.8119643926620483
1444,-0.7744021415710449,-0.0979737788438797,-0.6540268063545227,0.4687657654285431,2.7811014652252197,7.556446075439453,3.4187636375427246,6.971519947052002
46540,-0.42618328332901,-0.5483208894729614,0.11052504181861877,-0.14628472924232483,2.8865294456481934,2.0619022846221924,1.5494309663772583,2.178093910217285
44388,-0.29670029878616333,0.9022683501243591,0.18982172012329102,0.6672480702400208,4.26658821105957,4.830953121185303,3.716475486755371,3.891843557357788
42733,0.1176115944981575,-0.3848130702972412,-0.34819865226745605,0.11239226162433624,0.9038753509521484,1.033359169960022,1.4213358163833618,1.908936619758606
42544,-0.2578628361225128,0.15667183697223663,-0.3107425272464752,-0.521307110786438,0.8875632882118225,1.956563949584961,1.1133962869644165,1.9702305793762207
769,0.286962628364563,0.14887364208698273,0.12263333052396774,-0.21225710213184357,1.3893818855285645,1.0788981914520264,1.4221365451812744,1.317650318145752
44471,-0.06689757853746414,0.6092942953109741,0.05059877038002014,-0.48372629284858704,2.275815486907959,2.099132537841797,1.4080828428268433,1.7471641302108765
45077,0.21503892540931702,-0.45266589522361755,0.903544545173645,-0.2127973735332489,3.194720983505249,5.3669633865356445,5.951641082763672,5.366783142089844
44606,0.5786376595497131,0.6339065432548523,0.3563563823699951,-0.5176517963409424,25.020200729370117,28.476469039916992,23.002151489257812,21.639772415161133
1026,0.1833823323249817,-0.21029148995876312,-0.25049683451652527,-0.18722838163375854,0.37324222922325134,0.9100468754768372,0.7690294981002808,0.8487796187400818
41734,0.00570140453055501,0.9331261515617371,-0.10966867208480835,-0.005701120011508465,1.6913442611694336,0.17345944046974182,0.995079755783081,3.450652599334717
